,Name,Products,Reviews,Sentiments
14,tv,Realme 80 cm (32 inch) HD Ready LED Smart Android TV,Ertugrul Fans❤️💓This is most iconic Tv Is awesome. This tv is 43 inch Sound is very beautiful with Dolby speakersConnectivity is very fast and pictures quality is best. As much as I appreciate this tv,positive
15,tv,Realme 80 cm (32 inch) HD Ready LED Smart Android TV,So far soo good.. picture quality is amazing with respect to HD ready perspective. Sound is superb. No connectivity issue or lagging faced soo far. Nothing to complaint. But I have made a mistake by not including 3years protection while buying this TV. Wall mounted by Jeeves perfectly and charged only 400 rs. Overall a nice experience. Thanks.,positive
16,tv,Realme 80 cm (32 inch) HD Ready LED Smart Android TV,"As promised by realme,Better picture, better sound, better visibility,better speed and connectivity. Better purchased if anyone of you thinking to buy an android TV this could be a wonderful choice for you as its side viewing angle is also wonderful.                  And also for your family.(better choice)",positive
17,tv,Realme 80 cm (32 inch) HD Ready LED Smart Android TV,"Product delivered on the correct date and installation was done within 2 hour of delivery. Highly satisfied with the delivery and installation team. The installation guy was friendly and explained each option after installation in detail.Now coming to the tv, the overall quality looks awesome and the remote is also a stylish one which feels good while holding. The picture quality seems good even with sd channels. You can adjust the display color and brightness easily from the settings and t...",positive
18,tv,Realme 80 cm (32 inch) HD Ready LED Smart Android TV,"I love the video quality and the best part is that it is android tv, easy to use with its remote",positive
19,tv,Realme 80 cm (32 inch) HD Ready LED Smart Android TV,"This is the most iconic TV and best budget TVI'll experienced a little bit lag,overall TV is very goodPerformance is all good. The interesting part is the speakers, It is the best dolby atmos speaker I have ever seen.Overall the TV is beast.I do not have any hate on this TV. For pictures quality I'll give 4stars. It gives the best color on the TV screen. I have purchased 3years extended warranty, because in this warranty the agents will repair the TV on the door step itself,",positive
20,tv,Realme 80 cm (32 inch) HD Ready LED Smart Android TV,Budget friendly smart tv for all.Lagging issues remain. Working 3rd part app like thop tv superbly. Operating is easy. Even my 6 yrs kid can open this smart tv using wifi or normal set top box. 20% sound is enough for living room. Casting and voice assistance are slow to respond. Overall great choice for entertainment.,positive
21,tv,Realme 80 cm (32 inch) HD Ready LED Smart Android TV,"Nice Product,  Good Delivery thanks to Flipkart & Team to deliver on time and same day installAfter 2 day used Sound is best 4.5/5Picture is good 4/5Video format support and play well without any lag 5/5Colour and Brightness is very perfect at this price range 4.5/5But What about TV life ?bcz my experience is Little Bit   doubtful    bcz when new lunching Thomson Smart TV . Me also buyer .. After 1 year no service available , No one care . just only reference No generated. .All most...",positive
22,tv,Mi 4A 100 cm (40 inch) Full HD LED Smart Android TV with With Google Data Saver,"This is a detailed review after 7 days. Please read this if you have problem or concern regarding sound/picture/brightness/sd channels/wifi connectivity/miracast. PICTURE: the picture quality is really amazing. Blacks are really deep. Contrast is pretty good too. No complaints there.  BRIGHTNESS: tv is pretty bright, by default dynamic light is on and it will make your screen dull, just turn it off. I've set it to 25. No screen galre problem.SOUND: tv speakers doesn't have much bass, ide...",positive
23,tv,Mi 4A 100 cm (40 inch) Full HD LED Smart Android TV with With Google Data Saver,"I m posting review after checking all it's functionalities and settings in 40inch version. Below are the summary points :* Display : looks decent. 4k and full HD content looks satisfying. casted content dispaly quality is below par (also depends on the content you are casting).bezels are thin and are made of plastic which is loosely attached to the display panel. viewing angles are good covers around 150°* Connectivity: impressive , connects to WiFi, Bluetooth , Chromecast smoothly. observ...",positive
24,tv,Mi 4A 100 cm (40 inch) Full HD LED Smart Android TV with With Google Data Saver,I love this MI tv good quality with affordable price. it supports 4k video also especially dolby audio is too good suggestions : MI should give the wall hanging stand for free of cost,positive
25,tv,Mi 4A 100 cm (40 inch) Full HD LED Smart Android TV with With Google Data Saver,"This Mi TV is superb and value for money .waiting for 10 days just give feedback untill now there is no issuesPros1.picture quality2.sound 3.smart TV4.wifi connectivity and voice searchcons1.no Netflix and some important apps Installation feedback1.The installation was good the technician explain good but he force me to give feedback for him at that time and he is not even request me, he asked my mobile and wants me to open gmail and he typed the feedback for himself and finally a...",positive
26,tv,Mi 4A 100 cm (40 inch) Full HD LED Smart Android TV with With Google Data Saver,"Bought this model in Jan 2020 ... So my review would be for the latest model you will be receiving , hope it will help you ...So Firstly , out of the box i got the remote with Prime Video and Netflix button ... the product description on Flipkart does not mention Netflix and Prime Video support , but after the update it does and Mi is providing with the latest accessories . ( 5/5 )Secondly , i read a lot of review about Chromecast not working .. But my Chromecast works fine . There is a b...",positive
27,tv,Mi 4A 100 cm (40 inch) Full HD LED Smart Android TV with With Google Data Saver,Best TV range........ money on valuation the great picture quality and sound quality more..📲🎶📺🎶🎧this is range in the best choice mi buying tv. also was nice Go For it....,positive
28,tv,Mi 4A 100 cm (40 inch) Full HD LED Smart Android TV with With Google Data Saver,"Super and good quality full HD ,Internet also speed connecting ,it is like one smart phone .full happy and it delivered so speed",positive
29,tv,Mi 4A 100 cm (40 inch) Full HD LED Smart Android TV with With Google Data Saver,"Awesome TV go for it......Lovely sound,video quality is also good and  my suggestion is go for hd set up box......Nice delivery and TV installed on the next day of the delivery...I'm happy with it...",positive
30,tv,Mi 4A 100 cm (40 inch) Full HD LED Smart Android TV with With Google Data Saver,"Amazing , super cool , awesome too good😍",positive
31,tv,Mi 4A 100 cm (40 inch) Full HD LED Smart Android TV with With Google Data Saver,awesome tv worth every penny...jst go for it...i am really thankful to Mi for such a wonderful tv in such a low cost..thanks to flipkart for quick delivery and best installation...,positive
32,tv,Mi 4A PRO 80 cm (32 inch) HD Ready LED Smart Android TV with Google Data Saver,"This is a detailed review after 7 days. Please read this if you have problem or concern regarding sound/picture/brightness/sd channels/wifi connectivity/miracast. PICTURE: the picture quality is really amazing. Blacks are really deep. Contrast is pretty good too. No complaints there.  BRIGHTNESS: tv is pretty bright, by default dynamic light is on and it will make your screen dull, just turn it off. I've set it to 25. No screen galre problem.SOUND: tv speakers doesn't have much bass, ide...",positive
33,tv,Mi 4A PRO 80 cm (32 inch) HD Ready LED Smart Android TV with Google Data Saver,"I m posting review after checking all it's functionalities and settings in 40inch version. Below are the summary points :* Display : looks decent. 4k and full HD content looks satisfying. casted content dispaly quality is below par (also depends on the content you are casting).bezels are thin and are made of plastic which is loosely attached to the display panel. viewing angles are good covers around 150°* Connectivity: impressive , connects to WiFi, Bluetooth , Chromecast smoothly. observ...",positive
34,tv,Mi 4A PRO 80 cm (32 inch) HD Ready LED Smart Android TV with Google Data Saver,I love this MI tv good quality with affordable price. it supports 4k video also especially dolby audio is too good suggestions : MI should give the wall hanging stand for free of cost,positive
35,tv,Mi 4A PRO 80 cm (32 inch) HD Ready LED Smart Android TV with Google Data Saver,"This Mi TV is superb and value for money .waiting for 10 days just give feedback untill now there is no issuesPros1.picture quality2.sound 3.smart TV4.wifi connectivity and voice searchcons1.no Netflix and some important apps Installation feedback1.The installation was good the technician explain good but he force me to give feedback for him at that time and he is not even request me, he asked my mobile and wants me to open gmail and he typed the feedback for himself and finally a...",positive
36,tv,Mi 4A PRO 80 cm (32 inch) HD Ready LED Smart Android TV with Google Data Saver,"Bought this model in Jan 2020 ... So my review would be for the latest model you will be receiving , hope it will help you ...So Firstly , out of the box i got the remote with Prime Video and Netflix button ... the product description on Flipkart does not mention Netflix and Prime Video support , but after the update it does and Mi is providing with the latest accessories . ( 5/5 )Secondly , i read a lot of review about Chromecast not working .. But my Chromecast works fine . There is a b...",positive
37,tv,Mi 4A PRO 80 cm (32 inch) HD Ready LED Smart Android TV with Google Data Saver,Best TV range........ money on valuation the great picture quality and sound quality more..📲🎶📺🎶🎧this is range in the best choice mi buying tv. also was nice Go For it....,positive
38,tv,Mi 4A PRO 80 cm (32 inch) HD Ready LED Smart Android TV with Google Data Saver,"Super and good quality full HD ,Internet also speed connecting ,it is like one smart phone .full happy and it delivered so speed",positive
39,tv,Mi 4A PRO 80 cm (32 inch) HD Ready LED Smart Android TV with Google Data Saver,"Awesome TV go for it......Lovely sound,video quality is also good and  my suggestion is go for hd set up box......Nice delivery and TV installed on the next day of the delivery...I'm happy with it...",positive
40,tv,Mi 4A PRO 80 cm (32 inch) HD Ready LED Smart Android TV with Google Data Saver,"Amazing , super cool , awesome too good😍",positive
41,tv,Mi 4A PRO 80 cm (32 inch) HD Ready LED Smart Android TV with Google Data Saver,awesome tv worth every penny...jst go for it...i am really thankful to Mi for such a wonderful tv in such a low cost..thanks to flipkart for quick delivery and best installation...,positive
42,tv,Realme 108 cm (43 inch) Full HD LED Smart Android TV,"After 1 Month of TV Usage, Awesome TV... Superb Sound & Excellent Picture Quality... Don't worry about the connectivity..we have to download Google Home app... Overall Best TV at this price... Flipkart delivery also excellent at expected time.. Thank You ❤️",positive
43,tv,Realme 108 cm (43 inch) Full HD LED Smart Android TV,Very Good Products 😊Very Good Audio ❤️Very Good Video ❤️Very Good Picture ❤️,positive
44,tv,Realme 108 cm (43 inch) Full HD LED Smart Android TV,Ertugrul Fans❤️💓This is most iconic Tv Is awesome. This tv is 43 inch Sound is very beautiful with Dolby speakersConnectivity is very fast and pictures quality is best. As much as I appreciate this tv,positive
45,tv,Realme 108 cm (43 inch) Full HD LED Smart Android TV,So far soo good.. picture quality is amazing with respect to HD ready perspective. Sound is superb. No connectivity issue or lagging faced soo far. Nothing to complaint. But I have made a mistake by not including 3years protection while buying this TV. Wall mounted by Jeeves perfectly and charged only 400 rs. Overall a nice experience. Thanks.,positive
46,tv,Realme 108 cm (43 inch) Full HD LED Smart Android TV,"As promised by realme,Better picture, better sound, better visibility,better speed and connectivity. Better purchased if anyone of you thinking to buy an android TV this could be a wonderful choice for you as its side viewing angle is also wonderful.                  And also for your family.(better choice)",positive
47,tv,Realme 108 cm (43 inch) Full HD LED Smart Android TV,"Product delivered on the correct date and installation was done within 2 hour of delivery. Highly satisfied with the delivery and installation team. The installation guy was friendly and explained each option after installation in detail.Now coming to the tv, the overall quality looks awesome and the remote is also a stylish one which feels good while holding. The picture quality seems good even with sd channels. You can adjust the display color and brightness easily from the settings and t...",positive
48,tv,Realme 108 cm (43 inch) Full HD LED Smart Android TV,"I love the video quality and the best part is that it is android tv, easy to use with its remote",positive
49,tv,Realme 108 cm (43 inch) Full HD LED Smart Android TV,"This is the most iconic TV and best budget TVI'll experienced a little bit lag,overall TV is very goodPerformance is all good. The interesting part is the speakers, It is the best dolby atmos speaker I have ever seen.Overall the TV is beast.I do not have any hate on this TV. For pictures quality I'll give 4stars. It gives the best color on the TV screen. I have purchased 3years extended warranty, because in this warranty the agents will repair the TV on the door step itself,",positive
50,tv,Realme 108 cm (43 inch) Full HD LED Smart Android TV,Budget friendly smart tv for all.Lagging issues remain. Working 3rd part app like thop tv superbly. Operating is easy. Even my 6 yrs kid can open this smart tv using wifi or normal set top box. 20% sound is enough for living room. Casting and voice assistance are slow to respond. Overall great choice for entertainment.,positive
51,tv,Realme 108 cm (43 inch) Full HD LED Smart Android TV,"Nice Product,  Good Delivery thanks to Flipkart & Team to deliver on time and same day installAfter 2 day used Sound is best 4.5/5Picture is good 4/5Video format support and play well without any lag 5/5Colour and Brightness is very perfect at this price range 4.5/5But What about TV life ?bcz my experience is Little Bit   doubtful    bcz when new lunching Thomson Smart TV . Me also buyer .. After 1 year no service available , No one care . just only reference No generated. .All most...",positive
52,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition,Very Good Picture Quality with a decent sound system. You can surely go for this product in this price range. Good delivery by Flipkart.,positive
53,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition,"After watching 3-4 days on this led tv.. I found it good worth of money.. Picture quality is awesome and clear.. Sound is good and not need to connect any other speaker because the output of the TV speakers is enough to enjoy a loud sound experience. Connectivity options are good and quick.. Overall I will recommended it to buy  over Mi, realme and other similar brands..",positive
54,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition,Nice one at this price good Samsung 🙏🙏🙏🙏My first Samsung led tv 📺 Befor I always use lg but this time Samsung I’m happy with Samsung led tv great job by Samsung and the Flipkart Thank you 🙏 Flipkart to deliver in this lockdown also little bit late but great work by Flipkart Good luck 😉,positive
55,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition,"Value for money.. Pros: Picture quality and different picture modes.Sound quality is beyond expectations.Have all the necessary apps and you can also download them.Smooth interface, not too much lag.Cons:Casting: sometimes picture/video doesn't show while casting.Thick besels in 2020.Overall I would say it's a fantastic product from Samsung. Happy that I didn't buy the cheap Chinese alternatives. Go for it if 32 inch hd ready smart tv is your choice. Loved the product...",positive
56,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition,"Samsung 32 inch smart tv is a good one to buy. Picture quality is very nice. When you are running via internet, bandwidth is the main priority. High bandwidth you can watch best picture. But i am dissatisfied with the sound. Although it has 20watt rms speakers, but sound is average. Bluetooth is unavailable in this model. I think in low budget its the best tv to buy.",positive
57,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition,Amazing picture quality and superb connectivity.. sound good as well.. one flause I found is it does not have bluetooth.. sadly? overall good value for money...,positive
58,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition,"Awesome smart tv at this price sound quality and picture is super, connectivity also excellent it have all the smart tv apps just go for it, Best smart tv at this value.And filpkart packing is very good , thank you filpkart for your services.",positive
59,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition,I liked this tv in this price range and here are some pros and cons.Pros:- 1 nice picture quality.2 smooth tizen os3 nice sound quality4 computer mode5 nice build quality6 Made in INDIACons:- 1 lack of bluetooth2 less no. of ports3 can't side load apps4 avg connectivity,positive
60,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition,Best Tv in this price range. Youtube video quality support 1080p not 4k. Bluetooth is not available. Have some very nice features. Connectivity is very nice takes few seconds to connect with wifi and scteen share.,positive
61,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition,"Good Selection in this price range. Picture quality is decent with good sound system. Connectivity is also very easy to youtube, prime, netflix using a single button on remote.On time delivery by flipkart with installation on next day. Overall, for this price range very good product.",positive
62,tv,Mi 4A Pro 108 cm (43 inch) Full HD LED Smart Android TV with With Google Data Saver,"This is a detailed review after 7 days. Please read this if you have problem or concern regarding sound/picture/brightness/sd channels/wifi connectivity/miracast. PICTURE: the picture quality is really amazing. Blacks are really deep. Contrast is pretty good too. No complaints there.  BRIGHTNESS: tv is pretty bright, by default dynamic light is on and it will make your screen dull, just turn it off. I've set it to 25. No screen galre problem.SOUND: tv speakers doesn't have much bass, ide...",positive
63,tv,Mi 4A Pro 108 cm (43 inch) Full HD LED Smart Android TV with With Google Data Saver,"I m posting review after checking all it's functionalities and settings in 40inch version. Below are the summary points :* Display : looks decent. 4k and full HD content looks satisfying. casted content dispaly quality is below par (also depends on the content you are casting).bezels are thin and are made of plastic which is loosely attached to the display panel. viewing angles are good covers around 150°* Connectivity: impressive , connects to WiFi, Bluetooth , Chromecast smoothly. observ...",positive
64,tv,Mi 4A Pro 108 cm (43 inch) Full HD LED Smart Android TV with With Google Data Saver,I love this MI tv good quality with affordable price. it supports 4k video also especially dolby audio is too good suggestions : MI should give the wall hanging stand for free of cost,positive
65,tv,Mi 4A Pro 108 cm (43 inch) Full HD LED Smart Android TV with With Google Data Saver,"This Mi TV is superb and value for money .waiting for 10 days just give feedback untill now there is no issuesPros1.picture quality2.sound 3.smart TV4.wifi connectivity and voice searchcons1.no Netflix and some important apps Installation feedback1.The installation was good the technician explain good but he force me to give feedback for him at that time and he is not even request me, he asked my mobile and wants me to open gmail and he typed the feedback for himself and finally a...",positive
66,tv,Mi 4A Pro 108 cm (43 inch) Full HD LED Smart Android TV with With Google Data Saver,"Bought this model in Jan 2020 ... So my review would be for the latest model you will be receiving , hope it will help you ...So Firstly , out of the box i got the remote with Prime Video and Netflix button ... the product description on Flipkart does not mention Netflix and Prime Video support , but after the update it does and Mi is providing with the latest accessories . ( 5/5 )Secondly , i read a lot of review about Chromecast not working .. But my Chromecast works fine . There is a b...",positive
67,tv,Mi 4A Pro 108 cm (43 inch) Full HD LED Smart Android TV with With Google Data Saver,Best TV range........ money on valuation the great picture quality and sound quality more..📲🎶📺🎶🎧this is range in the best choice mi buying tv. also was nice Go For it....,positive
68,tv,Mi 4A Pro 108 cm (43 inch) Full HD LED Smart Android TV with With Google Data Saver,"Super and good quality full HD ,Internet also speed connecting ,it is like one smart phone .full happy and it delivered so speed",positive
69,tv,Mi 4A Pro 108 cm (43 inch) Full HD LED Smart Android TV with With Google Data Saver,"Awesome TV go for it......Lovely sound,video quality is also good and  my suggestion is go for hd set up box......Nice delivery and TV installed on the next day of the delivery...I'm happy with it...",positive
70,tv,Mi 4A Pro 108 cm (43 inch) Full HD LED Smart Android TV with With Google Data Saver,"Amazing , super cool , awesome too good😍",positive
71,tv,Mi 4A Pro 108 cm (43 inch) Full HD LED Smart Android TV with With Google Data Saver,awesome tv worth every penny...jst go for it...i am really thankful to Mi for such a wonderful tv in such a low cost..thanks to flipkart for quick delivery and best installation...,positive
72,tv,Mi 4A Horizon Edition 80 cm (32 inch) HD Ready LED Smart Android TV,"MI and flipkart has Great product @ low priceWriting a review after 1 month of usage1. Mi 32  inch horizon edition android Tv is awesome at this price.2. Picture quality is 5/5.3. Sound quality is 5/5.4. Bezel less design 5/5.5. It has 8gb rom and 1 gb ram and available rom will be around 3.5 gb out of 7.63gb.6. Pre installed Amazon prime, Netflix, Disney+ hotstar and it is easily accessable.7. But some disadvantages is also there.8. 3/5 rating for Connectivity like Mira cast that i...",positive
73,tv,Mi 4A Horizon Edition 80 cm (32 inch) HD Ready LED Smart Android TV,I feel its good in this price but I suggest you to add some more money and buy full hd tv. Installation was not ontime. But the performance is good but the sound quality is not that good I feel. If you are updating your tv then connectivity problem will be solved. If your budget is small then for it,positive
74,tv,Mi 4A Horizon Edition 80 cm (32 inch) HD Ready LED Smart Android TV,This is really good deal for me as I have got it only for 11k and this is worth to have a smart tv with these features.,positive
75,tv,Mi 4A Horizon Edition 80 cm (32 inch) HD Ready LED Smart Android TV,"Miracast connectivity is poor. Detecting & pairing the wireless network is poor.But picture quality is worth for money.Sound quality is not as expected as dolby sound.If the volume is kept in medium, voice wont be audible. If we raise it little higher, it becomes more noiser like in theatre.Installation Service men is not a so great, unable to explain clearly the features and help for guiding to find the setting options as well.",positive
76,tv,Mi 4A Horizon Edition 80 cm (32 inch) HD Ready LED Smart Android TV,"Great feature, advantage and benifit of having this Tv. Only issue is that it took longer time to connect with other devices.",positive
77,tv,Mi 4A Horizon Edition 80 cm (32 inch) HD Ready LED Smart Android TV,Good clarity,positive
78,tv,Mi 4A Horizon Edition 80 cm (32 inch) HD Ready LED Smart Android TV,Delivery and installation is very quick and tv is almost ok,positive
79,tv,Mi 4A Horizon Edition 80 cm (32 inch) HD Ready LED Smart Android TV,Worth product it's been 2 months for this tv it's just awesome in all aspects just go for it on offer days rather than normal day price,positive
80,tv,Mi 4A Horizon Edition 80 cm (32 inch) HD Ready LED Smart Android TV,Nice product,positive
81,tv,Mi 4A Horizon Edition 80 cm (32 inch) HD Ready LED Smart Android TV,"Picture quality is really impressive...Best tv at 14kAnd yes it has some wi-fi connectivity issues, but i fixed it Yess you can buy it....",positive
82,tv,LG 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition,Good picture quality good Saund good all LG brands from India I love my India flip cart tnx.......,positive
83,tv,LG 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition,Beautiful Product and it’s best in this price range.. LG is best in electronics and Picture quality is awesome 👍,positive
84,tv,LG 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition,Lg is always first choice for me and you can also undoubtedly buy this LG smart TV.. It provides very good picture quality and connectivityIt looks classy and slim. Sound should have been little more and clear. Remote control is also very goodNo Bluetooth connectivityNo magic remote,positive
85,tv,LG 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition,"Excellent product. Today I have received the set.on time delivery from flipkart.and I was amazed, when within two hours, the installation was done. so fast service from LG.The product is wonderful regarding its price. Quality and service is excellent.Excellent display, excellent sound.excellent connectivity.Though it has only 10 watt sound output, but it is more than sufficient for a normal user in a normal room.Some people are complaining about connectivity, but I found that connectivit...",positive
86,tv,LG 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition,I received nice product in best price thanks Flipkart for providing this best smart TV..,positive
87,tv,LG 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition,"Easy process of buying on flipkart, delivered on time and easy installation from the rep. Do not open the box until the tech person comes and install it.I am using it for 2 months no issues. Using wifi for netflix and youtube.. works well and speed is good. Additionally I use it for work as 2nd screen with my laptop using HDMI cable works welloverall good, if you get it on sale even better",positive
88,tv,LG 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition,Good product and good service by LG just loved it. Value for money go for it. It has the mobile casting feature.,positive
89,tv,LG 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition,Awesome LG LED TV. Must buy guys. Value for money. Excellent Delivery within 3 day. Sound quality 10 W awesome rest all features good in this price range. I am Very happy with this products. Thanks Flipkart.,positive
90,tv,LG 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition,Nice,positive
91,tv,LG 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition,Nice sound and webOs is Good for video streaming..,positive
92,tv,Mi 4X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,The best LED TV you can get at cheaper priceClearity and connecticity is excellent,positive
93,tv,Mi 4X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"PROs1) great picture quality for this price.2) it supports almost all formats.3) sound is good.4) borders are thin, design is simply elegant. even logo is not irritating eyes.5) User Interface is simpler because of android.6) Patchwall 2.0 is quite useful after some use.7) connectivity to internet and phone is simple and reliable.8) Powercable is long enough and of good quality.9) Voice operations are more accurate than before.10) More Settings and many Modes for pictures are given....",positive
94,tv,Mi 4X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,EXCELLENT LED TV FOR MI BUDGET AND BEST VALUE FOR MONEYIT'S GREAT PERFORMANCEFULLY SATISFACTIONVERY GOOD SERVICE BY FLIPKART AND JEEVES INSTALLATION SERVICE,positive
95,tv,Mi 4X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"After 20+ days of usage.. 4.5/5Picture quality_- good enough for daily use like TV series, news, serials n all..Sound.. Soo LoudConnectivity_-didn't face any problem with WiFi connectivity Chromecast.. don't know why people are not able to connect it properly mine works perfectly fine.. bit of a problem in remote cause of Bluetooth connectivity but after few try it'll work fine.. YouTube also works fine didn't face any problem like picture and sound delay.. I even watch 4k on YouTube it...",positive
